ID,LONGITUDE,LATITUDE,NOM_INTERSECTION,SIGNALISATION
-2,-71.36401028662914,46.834165975258145,"Georges-Émile-Lapalme, Rue    /   Couture, Boulevard    --   Québec",Arrêts obligatoires sur la rue sud-nord
100002,-71.22027523256847,46.812721200204145,"Abraham, Côte d'    /   Chapelle, Escalier de la    /   Sainte-Geneviève, Côte    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique
100003,-71.21828236992552,46.81274579739509,"Abraham, Côte d'    /   Saint-Augustin, Rue    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique
100004,-71.21762094984918,46.812723973760406,"Abraham, Côte d'    /   Saint-Olivier, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100005,-71.27769980616873,46.81326684202093,"Acacias, Rue des    /   Étamines, Rue des    --   Québec",Aucun contrôle
100007,-71.35637755002752,46.829392580554654,"Actif, Rue de l'    /   Ange-Blanc, Rue de l'    --   Québec",Arrêts obligatoires sur la rue sud-nord
100008,-71.35727416709695,46.82890006299314,"Actif, Rue de l'    /   Audet, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100009,-71.35922409598433,46.829610407041955,"Actif, Rue de l'    /   Malherbe, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100010,-71.41177901064803,46.82801687597072,"Aéroport, Route de l'    /   Aéroport, Bande cyclable de l' ( Côté Ouest )   /   Lac-Côté, Chemin du    /   Sainte-Geneviève, Route    --   Québec",Arrêts obligatoires sur toutes les approches
100011,-71.22007875497168,46.807269578745654,"Amérique-Française, Rue de l'    /   Bon-Pasteur, Rue du    --   Québec",Arrêts obligatoires sur la rue est-ouest
100013,-71.22404560105971,46.808881512578424,"D'Aiguillon, Rue    /   Sutherland, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100014,-71.22386071335818,46.80895534605906,"D'Aiguillon, Rue    /   Vauban, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100015,-71.2228124044225,46.80940864304682,"D'Aiguillon, Rue    /   Deligny, Rue    /   Deligny-Église St-Jean-Baptiste, Escalier    --   Québec",Arrêts obligatoires sur toutes les approches + brigadier scolaire
100016,-71.22154597232833,46.80994693631316,"D'Aiguillon, Rue    /   Sainte-Claire, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100017,-71.22011466820095,46.810581893755675,"D'Aiguillon, Rue    /   Sainte-Marie, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100018,-71.21910968999752,46.81101711611531,"D'Aiguillon, Rue    /   Sainte-Geneviève, Côte    --   Québec",Arrêts obligatoires sur toutes les approches
100019,-71.21751988885215,46.811712826776514,"D'Aiguillon, Rue    /   Saint-Augustin, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100020,-71.21513620633692,46.812729827880126,"D'Aiguillon, Rue    /   D'Youville, Place    /   D'Youville, Rue    --   Québec",Aucun contrôle
100021,-71.3901240629751,46.84371446015959,"Cormoran, Rue du    /   Fous-de-Bassan, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100022,-71.3854891315441,46.84448291423896,"Albani, Rue    /   Ravel, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100023,-71.38620248651476,46.84400958166987,"Albani, Rue    /   Raymond-Daveluy, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100024,-71.32384129763578,46.809506435136115,"D'Alembert, Avenue    /   Allais, Avenue    --   Québec",Aucun contrôle
100025,-71.32439930870412,46.80915155663001,"D'Alembert, Avenue    /   Péret, Avenue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100026,-71.30769521354148,46.84028660710753,"Adéla-Lessard, Rue    /   Adéla-Lessard    /   Francine-McKenzie, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100027,-71.30857535523312,46.839901348758,"Adéla-Lessard, Rue    /   Mary-Travers, Rue ( Côté Est )   --   Québec",Arrêts obligatoires sur la rue sud-nord
100028,-71.32419658365566,46.82603077612973,"Alexandre, Rue    /   Allard, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100029,-71.32473514341855,46.82659900451763,"Alexandre, Rue    /   Arsenault, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100030,-71.32363573107259,46.82546880514289,"Allard, Rue    /   Alexandre, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100031,-71.24102482723642,46.83198038857159,"Alliés, Boulevard des    /   Mélodie, Rue de la    --   Québec",Arrêts obligatoires sur la rue sud-nord
100032,-71.24206581139462,46.83160525282929,"Alliés, Boulevard des    /   D'Assise, Avenue    --   Québec",Arrêts obligatoires sur toutes les approches
100033,-71.24284576331979,46.83131069798517,"Alliés, Boulevard des    /   Normandie, Avenue de la    --   Québec",Arrêts obligatoires sur la rue sud-nord
100034,-71.31959368355447,46.826967696932606,"Alluvions, Carré des    /   Argiles, Carré des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100035,-71.32097702032324,46.82784835385245,"Alluvions, Carré des    /   Arbrisseaux, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100036,-71.32177597816842,46.82743808841494,"Alluvions, Carré des    /   Argiles, Carré des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100037,-71.23366231536491,46.80547482030913,"Alverne, Avenue de l'    /   Alverne-esc.-des-Franciscains, Lien piétonnier de l'    /   Jeanne-d'Arc, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100038,-71.23327193901018,46.80514418473215,"Alverne, Avenue de l'    /   Dolbeau, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100039,-71.21226875993872,46.81983027502349,"Abraham-Martin, Rue    /   Estuaire, Rue de l'    --   Québec",Arrêts obligatoires sur toutes les approches
100040,-71.2124078752491,46.8175987804647,"Abraham-Martin, Rue    /   Gare-du-Palais, Rue de la    --   Québec",Arrêts obligatoires sur la rue est-ouest
100041,-71.35228537114627,46.8274541562889,"Amazone, Rue de l'    /   Abénaquise, Rue de l'    --   Québec",Arrêts obligatoires sur la rue est-ouest
100042,-71.35302532658305,46.82795120066417,"Amazone, Rue de l'    /   Adrien-Pouliot, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100043,-71.3537017110768,46.82844995590751,"Amazone, Rue de l'    /   Jérémie, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100044,-71.35508654786453,46.82939833731711,"Amazone, Rue de l'    /   Andromède, Rue de l'    --   Québec",Arrêts obligatoires sur la rue est-ouest
100045,-71.35575543938475,46.82983805698193,"Amazone, Rue de l'    /   Actif, Rue de l'    --   Québec",Arrêts obligatoires sur toutes les approches
100046,-71.35698807030091,46.83069248821811,"Amazone, Rue de l'    /   Astrolabe, Rue de l'    --   Québec",Arrêts obligatoires sur la rue est-ouest
100047,-71.35736678412331,46.8312342126968,"Amazone, Rue de l'    /   Renommée, Rue de la    --   Québec",Arrêts obligatoires sur la rue est-ouest
100050,-71.35166226766447,46.826991089713395,"Amirauté, Rue de l'    /   Amazone, Rue de l'    --   Québec",Arrêts obligatoires sur la rue sud-nord
100051,-71.3537661655765,46.82560426487604,"Amirauté, Rue de l'    /   Atalante, Avenue de l'    --   Québec",Aucun contrôle
100052,-71.3169321073195,46.849847588151924,"Ancêtres, Avenue des    /   Découvreurs, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100053,-71.3177947489314,46.85077507916514,"Ancêtres, Avenue des    /   Aïeux, Rue des    --   Québec",Arrêts obligatoires sur toutes les approches
100054,-71.31833838945367,46.851348894823346,"Ancêtres, Avenue des    /   Fondateurs, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100055,-71.31899725613191,46.852058133259256,"Ancêtres, Avenue des    /   Intrépides, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100056,-71.3533462241786,46.83064422774169,"Andromède, Rue de l'    /   Rémy, Rue    --   Québec",Aucun contrôle
100057,-71.3572067253159,46.82795594635313,"Andromède, Rue de l'    /   Dionne, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100058,-71.35889776731214,46.82687749245492,"Andromède, Rue de l'    /   Aquilon, Rue de l'    --   Québec",Aucun contrôle
100059,-71.24755962461916,46.80742799579801,"Anna, Rue    /   Defoye, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100060,-71.24505636461807,46.808820185358556,"Aqueduc, Rue de l'    /   Bouffard, Rue    /   Saint-Bonaventure, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100061,-71.24436391817443,46.808626715850416,"Aqueduc, Rue de l'    /   Saint-Ignace, Rue    --   Québec",Aucun contrôle
100062,-71.2436640487876,46.80847042195207,"Aqueduc, Rue de l'    /   Dollard, Rue    /   Montmagny, Piste cyclable ( Côté Ouest )   /   Montmagny, Rue    --   Québec",Arrêts obligatoires au sud et à l'est (signalisation spéciale)
100063,-71.24290015084009,46.80831513540629,"Aqueduc, Rue de l'    /   Raoul-Jobin, Rue    --   Québec",Arrêts obligatoires sur toutes les approches + brigadier scolaire
100064,-71.24214932209914,46.80815518321523,"Aqueduc, Rue de l'    /   Père-Grenier, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100065,-71.24068411080087,46.80784440245729,"Aqueduc, Rue de l'    /   Boisseau, Rue    /   Saint-Sauveur, Rue    --   Québec",Arrêts obligatoires au sud et à l'est (signalisation spéciale)
100066,-71.23994752111118,46.80769469854015,"Aqueduc, Rue de l'    /   Napoléon, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100067,-71.23921908991777,46.80753767708162,"Aqueduc, Rue de l'    /   Bagot, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100068,-71.2377668370721,46.80722922229369,"Aqueduc, Rue de l'    /   Hermine, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100069,-71.23703248046964,46.80708159937328,"Aqueduc, Rue de l'    /   Kirouac, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100070,-71.23629937601201,46.80691982132065,"Aqueduc, Rue de l'    /   Christophe-Colomb Ouest, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100071,-71.23557432224673,46.80676775693614,"Aqueduc, Rue de l'    /   Châteauguay, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100072,-71.23526171475125,46.80670189103551,"Aqueduc, Rue de l'    /   Saint-Germain, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100073,-71.23485017436332,46.80660782827049,"Aqueduc, Rue de l'    /   Franklin, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100074,-71.3595105057181,46.82727607535541,"Aquilon, Rue de l'    /   Dionne, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100075,-71.3610642111203,46.82834897604564,"Aquilon, Rue de l'    /   Malherbe, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100076,-71.22898828705745,46.80935156161798,"Arago Est, Rue    /   Jérôme, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100077,-71.22844765498775,46.80961843667226,"Arago Est, Rue    /   Turgeon, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100078,-71.22784191150978,46.80991763350058,"Arago Est, Rue    /   Nazaire-Fortier, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100079,-71.2272992444174,46.81018018876406,"Arago Est, Rue    /   Horatio-Nelson, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100080,-71.22681185517274,46.810425252263975,"Arago Est, Rue    /   De Magellan, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100081,-71.22628002866,46.81068788676157,"Arago Est, Rue    /   Voltigeurs, Rue des    --   Québec",Aucun contrôle
100082,-71.22540881807272,46.81113179775806,"Arago Est, Rue    /   Badelard, Côte    /   Narcisse-Belleau, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100083,-71.23001638323497,46.80884347682637,"Arago Ouest, Rue    /   Yvon-Guillou, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100084,-71.23023933150805,46.80873131775104,"Arago Ouest, Rue    /   Signaï, Rue    --   Québec",Aucun contrôle
100085,-71.23045171339841,46.80862172667735,"Arago Ouest, Rue    /   Colbert, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100086,-71.23081449259493,46.80844662572118,"Arago Ouest, Rue    /   De Mazenod, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100087,-71.23146274583158,46.808050627877655,"Arago Ouest, Rue    /   Marquis-De Vaudreuil, Rue du    --   Québec",Arrêts obligatoires sur la rue sud-nord
100089,-71.23290277231682,46.807157122216424,"Arago Ouest, Rue    /   Durocher, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100090,-71.23375749332689,46.80662365519874,"Arago Ouest, Rue    /   Bayard, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100091,-71.2341050714461,46.80645496566668,"Aqueduc, Rue de l'    /   Aqueduc, Côte de l'    /   Arago Ouest, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100092,-71.234591664037,46.80617664324098,"Arago Ouest, Rue    /   Saint-Germain, Rue    --   Québec",Aucun contrôle
100093,-71.2355088438585,46.80565616678998,"Arago Ouest, Rue    /   Saint-Luc, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100094,-71.23689091240637,46.80487139875632,"Arago Ouest, Rue    /   Saint-Sauveur, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100095,-71.35010880330088,46.83833674058717,"Arbour, Rue    /   Duprat, Carré    --   Québec",Arrêts obligatoires sur toutes les approches
100096,-71.35082253347962,46.837872621853364,"Arbour, Rue    /   Duprat, Carré    --   Québec",Arrêts obligatoires sur la rue sud-nord
100097,-71.35149749472335,46.83744477257573,"Arbour, Rue    /   Aumier, Avenue    --   Québec",Arrêts obligatoires sur toutes les approches
100099,-71.29891203733293,46.821176096403896,"Archambault, Rue    /   Dubuc, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100100,-71.28043235001323,46.80485354134383,"A.-R.-Décary, Rue    /   Philippe-Paradis, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100101,-71.25383498441026,46.806520588383485,"Ardennes, Rue des    /   D'Avaugour, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100102,-71.25421566499334,46.80645153390175,"Ardennes, Rue des    /   De Beauharnois, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100103,-71.25483117013121,46.806325736655964,"Ardennes, Rue des    /   Père-Arnaud, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100104,-71.25546491367916,46.80621511861663,"Ardennes, Rue des    /   Panet, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100105,-71.25604332003569,46.8060247495166,"Ardennes, Rue des    /   Gamelin, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100106,-71.25914093647141,46.804558556664205,"Ardennes, Rue des    /   Armée, Rue de l'    --   Québec",Arrêts obligatoires sur toutes les approches
100107,-71.2599363361011,46.804442963988606,"Ardennes, Rue des    /   Marine, Rue de la    --   Québec",Arrêts obligatoires sur la rue sud-nord
100108,-71.26073566316241,46.80432832028484,"Ardennes, Rue des    /   Aviation, Rue de l'    --   Québec",Arrêts obligatoires sur la rue sud-nord
100109,-71.23336474106014,46.81197224448061,"D'Argenson, Rue    /   Laviolette, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100110,-71.32062519095881,46.826207118679505,"Argiles, Carré des    /   Alluvions, Carré des    --   Québec",Arrêts obligatoires sur toutes les approches
100111,-71.32187569177411,46.826271520610874,"Argiles, Carré des    /   Aviron, Rue de l'    --   Québec",Arrêts obligatoires sur la rue est-ouest
100112,-71.22406583351736,46.84260904364248,"Adjutor-Rivard, Rue    /   Migneault, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100113,-71.22341017310832,46.84303107914609,"Adjutor-Rivard, Rue    /   Gérin-Lajoie, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100114,-71.38912304829553,46.8516527140064,"Albert-Rousseau, Rue    /   Betty-Baldwin, Rue    /   Betty-Baldwin, Rue ( Côté Nord )   /   Betty-Baldwin, Rue ( Côté Sud )   --   Québec",Arrêts obligatoires sur la rue est-ouest
100115,-71.3897497651505,46.85213084993716,"Albert-Rousseau, Rue    /   Duhamel-Albert-Rousseau, Lien piétonnier    /   Léo-Ayotte, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100116,-71.39072847951107,46.852935987511515,"Albert-Rousseau, Rue    /   Parc de Montchâtel, Sentier    /   Paul-Kane, Rue    --   Québec",Aucun contrôle
100117,-71.30105473516592,46.818437755831916,"Ars, Rue d'    /   Bohême, Rue de la    --   Québec",Arrêts obligatoires sur la rue sud-nord
100118,-71.30203484297675,46.81800968922208,"Ars, Rue d'    /   Aiglon, Rue de l'    --   Québec",Arrêts obligatoires sur la rue sud-nord
100119,-71.30285467350839,46.81765558248232,"Ars, Rue d'    /   Parc Saint-Vincent-Ferrier, Lien piétonnier    /   Vendôme, Rue de    --   Québec",Aucun contrôle
100120,-71.32584954536036,46.82740747288673,"Arsenault, Rue    /   Alexandre, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100121,-71.32664659289297,46.82713107151815,"Arsenault, Rue    /   Auvray, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100122,-71.32558991514038,46.82621172775365,"Arsenault, Rue    /   Auvray, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100123,-71.2559196790094,46.80204817624235,"Artisans, Rue des    /   Leber, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100124,-71.23900409360984,46.8279631114098,"D'Assise, Avenue    /   Ozanam, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100125,-71.23957475031932,46.82847856172514,"D'Assise, Avenue    /   Leclerc, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100126,-71.24055165035178,46.82972271520364,"D'Assise, Avenue    /   Bourdon, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100127,-71.24097408050665,46.83026243596273,"D'Assise, Avenue    /   De Gaspé, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100128,-71.24139720072051,46.83079964740672,"D'Assise, Avenue    /   Boisclerc, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100129,-71.35769196829939,46.83044431298621,"Astrolabe, Rue de l'    /   Ange-Blanc, Rue de l'    --   Québec",Arrêts obligatoires sur la rue sud-nord
100130,-71.3586059947837,46.83022154648328,"Astrolabe, Rue de l'    /   Audet, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100131,-71.35950705050504,46.83000786646515,"Astrolabe, Rue de l'    /   Actif, Rue de l'    --   Québec",Arrêts obligatoires sur toutes les approches
100132,-71.36174783497607,46.828811013967325,"Astrolabe, Rue de l'    /   Aquilon, Rue de l'    --   Québec",Arrêts obligatoires sur la rue sud-nord
100133,-71.35444430274275,46.826028134788935,"Atalante, Avenue de l'    /   Abénaquise, Rue de l'    --   Québec",Arrêts obligatoires sur la rue est-ouest
100134,-71.300062420283,46.81075911670672,"Âtre, Rue de l'    /   Rhin, Rue du    --   Québec",Aucun contrôle
100135,-71.23645982572492,46.842648983200526,"Aulnes, Rue des    /   Corridor des Cheminots, Piste cyclable ( Côté Nord )   /   Corridor des Cheminots, Piste cyclable ( Côté Sud )   /   Frênes Est, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100136,-71.23677268187535,46.8431887485399,"Aulnes, Rue des    /   Saules Est, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
